Course code,Average,Standard Deviation,min,max
RELG 415,,8,71,96
DENT 524,73,7,71,100
FNIS 454,85,4,79,90
WOOD 482,73,5,73,100
LARC 505,79,6,57,85
ENGL 309,78,28,0,99
CIVL 418,75,4,78,93
FIPR 433,71,5,81,97
PHIL 347,85,2,93,100
NURS 509,88,2,83,92
EDCP 559,83,5,70,98
EPSE 593,78,5,75,93
EPSE 681,74,2,82,89
MECH 510,74,3,90,98
LLED 469,82,4,84,94
CHEM 521,92,13,0,97
COMM 468,76,2,87,94
MATH 442,76,3,84,96
URSY 520,76,3,84,96
RUSS 300,75,5,76,92
CNPS 535,81,6,68,92
BIOL 335,84,4,78,91
MECH 535,87,5,75,90
SOCI 100,73,2,80,89
PSYC 309,73,4,83,93
IWME 505,82,2,87,96
JRNL 555,79,0,96,96
FNIS 533,87,4,77,92
ELEC 442,77,3,84,92
CPSC 422,79,2,89,93
CNPS 364,79,1,86,90
VISA 352,69,4,77,91
FRST 386,75,2,80,87
PHYS 301,71,4,80,95
MATH 545,66,1,93,96
HIST 575,78,1,91,95
PHYS 502,72,13,42,94
EOSC 472,81,4,86,98
RUSS 316,75,2,95,100
BMEG 210,92,2,81,95
RHSC 503,85,6,74,100
LING 327,71,4,66,98
CRWR 310,,6,81,96
THTR 547,,5,70,95
MECH 491,93,7,74,95
CPSC 500,67,5,81,97
ECON 421,66,3,87,95
COMM 454,98,4,85,99
STAT 305,85,4,81,95
MUSC 509,72,2,85,92
ENGL 357,66,3,85,94
CHEM 233,70,7,81,99
ASIA 360,86,2,89,95
COMM 673,92,4,87,98
PHIL 470,85,2,88,92
MUSC 336,88,7,81,97
CPEN 441,85,3,89,96
CHBE 464,78,5,78,96
EECE 550,83,3,90,98
GEOG 450,77,,,
PSYC 358,72,3,85,96
MEDG 421,76,5,75,96
BIOL 415,75,16,25,99
SOCI 420,83,2,80,85
PHRM 312,87,2,90,98
EOSC 221,94,2,88,95
SPPH 400,79,7,70,98
SOWK 522,86,4,78,95
FRST 318,88,4,80,99
EPSE 584,84,21,35,96
CHIN 345,88,5,80,98
SOCI 381,90,4,76,96
MUSC 326,76,4,80,94
CHEM 514,74,10,51,97
SOCI 514,88,4,80,95
EOSC 310,88,5,77,91
CONS 491,99,11,61,99
BIOL 448,88,4,81,94
FNIS 320,90,8,72,98
DHYG 206,87,1,90,93
NAME 501,86,6,86,98
THTR 473,95,8,71,99
ECON 425,90,7,70,100
CPSC 310,89,7,68,91
LIBR 570,90,4,80,93
CHIN 435,92,5,79,96
ECON 629,92,9,64,98
ECON 541,92,6,72,95
BAEN 505,87,16,55,99
FOOD 512,81,3,81,92
WOOD 276,87,3,88,97
BIOL 306,82,6,72,98
SCIE 113,87,1,89,91
LING 314,90,7,69,100
SOCI 250,92,10,64,95
COMM 294,96,3,88,98
CRWR 311,87,5,74,94
CHEM 300,87,8,70,97
PHRM 241,91,6,74,92
CLST 355,88,8,64,92
JAPN 422,86,8,68,93
VISA 101,85,,,
CHBE 344,90,5,76,92
MTRL 381,94,6,70,94
EDCP 504,94,6,85,100
EOSC 321,81,11,60,100
PLAN 510,91,7,71,98
CONS 451,96,1,92,94
MECH 420,90,5,83,98
ENGL 324,94,6,73,95
SPPH 523,90,8,60,96
APSC 450,90,7,78,94
CPEN 502,89,5,78,92
CNTO 401,90,7,53,98
ASIA 386,91,10,39,100
BAAC 550,92,0,98,98
PATH 402,94,7,72,99
MUSC 557,88,13,7,97
EECE 571,89,15,10,99
CNPS 678,90,13,6,96
IWME 504,96,10,51,98
CHBE 476,93,11,64,94
CNPS 588,94,22,1,100
PHIL 418,90,4,78,90
DENT 529,90,15,0,95
BIOL 112,91,13,5,95
PSYC 336,88,18,50,100
DHYG 325,94,21,8,94
PSYC 472,,15,0,99
CPEN 523,,13,0,98
ARCH 517,93,15,9,98
SPPH 541,92,16,0,100
PHYS 560,84,32,1,97
GEOB 308,83,5,84,100
PHIL 314,93,20,23,91
COMM 449,91,7,50,90
CRWR 408,86,13,40,100
CIVL 521,85,13,9,100
BUSI 355,95,14,27,99
MUSC 309,80,8,50,95
BIOL 323,91,17,5,97
CPSC 444,89,7,65,93
DSCI 552,89,14,1,100
SPAN 201,83,13,17,98
CHBE 577,90,13,17,98
CHBE 456,86,9,50,92
BAPA 580,87,15,12,96
ANTH 210,88,15,0,99
ARST 516,89,13,16,95
NRSC 500,91,13,5,100
FIST 230,90,13,4,93
BIOC 420,91,8,55,95
ARTH 360,87,9,55,98
SOWK 529,80,9,46,94
PHAR 408,88,11,38,95
ITAL 202,87,16,6,100
ONCO 502,82,14,23,99
RHSC 509,84,14,15,87
BIOL 464,90,14,16,86
BIOL 328,88,11,6,98
CHIN 405,90,9,55,93
ARCH 533,84,9,50,93
CHEM 418,89,12,35,97
BAHR 507,84,14,5,96
WOOD 290,82,8,56,90
ENDS 220,92,5,79,95
BUSI 352,83,8,72,95
JAPN 453,84,16,32,99
ITST 333,84,12,50,92
PSYC 537,82,14,25,96
GERM 414,81,14,0,97
GEOG 391,,16,13,100
EOSC 541,,13,0,97
CPSC 404,88,14,0,98
CIVL 408,87,16,13,98
BIOC 301,93,16,0,99
ARTH 382,81,10,37,90
ARCL 318,85,9,50,93
MATH 516,93,14,0,100
APBI 222,91,13,0,100
PSYC 536,85,5,78,95
COMM 407,82,3,86,92
PSYC 370,86,3,83,92
PATH 304,85,5,76,92
FRST 307,84,19,0,98
SLAV 307,75,,,
MATH 303,98,9,64,97
PHIL 311,91,7,72,96
GEOB 448,76,13,7,100
AUDI 522,80,8,72,97
MUSC 292,72,11,31,96
POLI 316,80,4,86,98
FOOD 522,81,8,65,94
BASM 550,70,5,80,100
MICB 407,83,7,71,100
MATH 440,72,14,3,92
BUSI 452,75,15,10,98
MUSC 156,72,5,69,97
GERM 410,70,4,80,99
EDUC 210,79,5,76,97
SOCI 361,78,6,67,96
BIOL 233,80,7,67,99
LIBE 465,74,5,78,100
BIOC 448,63,6,70,97
CIVL 562,93,13,0,97
LIBE 477,75,5,67,99
ECON 456,76,3,81,94
CENS 202,78,7,64,98
GEOG 446,76,7,65,97
DENT 569,70,6,67,100
LLED 510,74,4,78,96
MATH 105,70,5,67,96
APSC 178,82,3,82,95
VISA 210,72,5,74,96
PHYS 108,75,4,81,98
ASIA 357,75,2,83,94
BAMS 523,75,5,72,99
CHIN 341,79,3,83,98
WOOD 335,73,3,87,100
NAME 524,71,4,79,99
MUSC 305,77,6,73,99
COMM 120,77,4,78,99
SOIL 530,76,11,46,96
EOSC 320,80,2,87,92
PSYC 315,80,5,71,94
ECON 318,76,16,7,92
HIST 271,72,11,27,90
EPSE 592,74,,,
ASIA 320,73,3,79,94
HIST 241,72,3,77,92
BIOL 432,71,7,69,95
MTRL 365,79,12,9,89
ECON 350,76,19,0,94
BIOL 363,74,15,26,99
COMM 408,73,10,36,86
DSCI 562,74,3,74,86
MUSC 119,76,5,69,88
ARCL 103,90,10,50,93
CNRS 370,85,4,78,93
BIOL 420,84,7,63,91
BIOL 417,78,6,69,96
BAEN 550,75,6,85,100
MINE 554,72,7,75,92
AUDI 526,73,5,79,95
EOSC 542,74,4,73,86
ASTR 405,78,5,69,79
GRSJ 102,73,4,76,87
FRST 506,71,8,68,90
THTR 356,72,8,70,100
LIBR 574,72,3,87,98
APBI 410,71,4,75,85
AUDI 553,71,4,80,90
APBI 200,88,2,75,87
MUSC 169,90,4,58,85
MUSC 167,87,4,74,91
SPPH 512,85,3,79,94
PHRM 221,87,8,70,93
MICB 404,,7,63,88
MATH 226,,1,86,90
FREN 225,85,11,24,90
FIPR 339,89,22,0,95
EOSC 323,86,8,52,94
COGS 402,87,15,4,88
BAMA 504,83,3,85,95
COMM 431,92,2,85,92
CPSC 121,81,3,87,93
NURS 595,89,15,40,92
COMM 101,85,2,88,93
PSYC 278,82,2,88,93
ETEC 522,85,2,85,93
ATSC 201,91,2,85,93
GRSJ 326,92,3,80,97
VISA 582,89,2,85,94
LING 222,89,3,85,93
JRNL 533,88,2,88,92
ELEC 343,92,3,87,95
GEOB 479,89,4,85,94
LING 421,85,1,88,93
ASTU 402,91,8,51,97
UFOR 316,90,2,84,93
LING 520,87,12,36,93
RUSS 202,89,2,87,92
HGSE 353,95,1,84,89
EDCP 498,89,4,81,95
SOCI 240,87,2,85,93
HGSE 357,88,1,88,92
EDCP 377,90,4,80,94
APBI 402,92,9,60,93
CRWR 351,90,3,80,92
JAPN 322,95,3,85,94
EDCP 602,92,25,15,88
ATSC 301,95,3,82,90
CIVL 439,92,3,82,94
CHBE 241,92,5,76,97
DHYG 210,93,3,81,92
ENGL 551,84,1,84,86
ASIA 308,89,13,53,93
BUSI 331,85,2,87,92
APBI 499,80,7,60,94
CHBE 550,79,3,82,92
CRWR 203,,4,82,92
PHYS 528,,5,76,92
JAPN 200,89,3,82,90
ELEC 431,85,2,84,90
BIOL 337,83,5,76,96
RUSS 412,75,19,0,95
CPSC 540,85,4,80,90
ASIA 387,86,16,0,90
FREN 328,79,19,18,86
STAT 404,79,4,75,88
MUSC 535,79,5,65,90
POLI 320,77,,,
MUSC 493,85,9,55,94
CHEM 573,78,13,0,95
MUSC 122,89,13,5,89
FIPR 333,92,12,1,90
ECON 447,87,12,17,93
CONS 528,89,7,64,94
STAT 461,80,11,47,97
PATH 303,74,7,57,91
DSCI 575,82,6,40,98
EPSE 531,79,7,51,91
BIOL 454,93,12,7,98
JRNL 503,93,24,0,100
BIOL 201,83,13,0,97
HIST 350,86,10,0,94
PLAN 526,83,13,13,92
ENGL 211,78,11,2,91
FNIS 451,84,15,0,97
VISA 351,87,9,10,95
ASIA 580,79,15,0,95
ANTH 220,79,11,0,94
KORN 301,89,3,86,93
HIST 302,82,2,87,91
SOCI 418,76,5,81,95
MATH 221,79,3,81,93
ACAM 250,77,0,88,90
COMM 484,91,5,77,99
MUSC 532,90,10,72,99
ARCH 545,90,2,96,100
CIVL 507,87,3,91,99
MICB 425,90,8,71,98
COMM 362,90,3,90,100
CHBE 553,89,6,85,98
PHYS 158,89,4,77,94
ANTH 303,89,3,82,91
THTR 408,90,8,77,100
LIBR 594,89,4,83,100
ARCH 571,89,6,69,95
ANTH 315,90,0,95,95
PATH 408,92,18,23,100
FRST 547,90,11,58,100
EOSC 114,90,5,80,92
CONS 200,89,10,62,95
COMM 469,90,10,62,95
COMM 437,88,3,77,92
BIOL 457,90,9,68,96
PSYC 311,87,3,84,90
ASTU 201,91,20,30,95
PHYS 100,90,5,87,100
PSYC 208,90,13,35,97
MTRL 264,86,8,70,93
MECH 478,87,11,62,95
MICB 412,88,2,85,92
EOSC 352,89,15,11,99
OBST 501,72,5,83,98
CAPS 421,85,4,84,100
SPHA 502,89,6,66,86
MATH 301,88,11,47,100
ASTU 400,89,8,58,95
MECH 433,85,11,46,97
PSYC 270,85,11,12,100
PATH 438,90,11,40,98
MUSC 221,87,15,29,100
ENGL 243,87,12,40,100
MTRL 250,88,10,52,98
SOWK 337,88,13,41,100
MUSC 157,86,14,14,97
EDST 565,88,8,63,97
BASM 530,92,6,57,95
GEOG 313,84,10,50,100
ECON 304,85,14,16,100
MECH 489,81,7,45,95
CIVL 432,75,13,0,100
MECH 459,84,15,8,99
HIST 364,86,12,25,97
COMR 382,,7,65,100
ELEC 463,,12,13,95
ENDS 440,76,9,47,98
FIPR 436,77,14,13,97
PHIL 340,78,12,44,100
FNIS 501,79,12,44,100
RUSS 207,82,12,0,98
MATH 548,82,11,27,100
POLI 373,86,14,24,96
RHSC 420,80,,,
SANS 300,86,14,22,97
CIVL 406,84,12,45,100
LATN 201,76,14,17,97
ELEC 271,91,10,34,98
MINE 497,78,10,14,99
MUSC 205,75,16,10,99
HEBR 101,75,17,0,100
ELEC 462,77,15,2,100
PSYC 541,74,21,0,100
BIOL 340,78,19,6,97
BIOL 320,78,18,0,100
MUSC 149,76,11,40,99
BIOL 331,89,6,69,90
AUDI 562,90,18,26,100
EDST 540,90,28,0,89
BIOL 347,87,10,69,95
ENPH 479,88,6,70,92
ARST 515,91,7,60,94
THTR 454,88,5,74,93
CSIS 500,98,5,67,94
CNPS 514,96,11,27,98
ASIA 390,88,16,16,99
HIST 421,94,6,64,91
CHIN 347,91,19,50,95
VISA 370,88,10,52,91
FIPR 133,88,9,51,97
ECON 335,93,7,51,92
ITST 234,94,13,29,93
COMM 486,85,20,22,100
PATH 405,95,9,28,97
CHBE 376,88,6,71,92
AUDI 577,87,11,41,98
FRST 505,86,12,24,98
EPSE 432,81,8,49,100
POLI 101,81,18,21,100
CPEN 321,81,18,9,100
MUSC 436,88,7,68,98
MINE 597,84,9,33,93
ECON 494,87,10,18,98
PHTH 514,80,15,13,100
COMM 444,93,4,81,92
MUSC 565,86,,,
CNPS 578,85,4,80,92
MEDG 419,82,5,82,95
ECED 406,88,20,27,96
CPEN 542,89,5,67,91
CHIN 243,90,8,64,95
ASIA 314,94,8,60,98
PHYS 157,78,4,73,90
CCST 500,88,4,75,90
NURS 576,80,9,60,100
LATN 102,79,7,43,91
EDCP 442,77,8,48,93
BIOL 406,78,14,16,97
BAMA 505,80,7,50,95
CHEM 460,78,12,11,94
ENGL 359,80,7,58,92
MDVL 310,78,12,5,95
FMST 314,75,13,32,100
ENGL 327,83,13,1,100
SPPH 522,86,5,77,90
NEST 315,87,7,68,86
FIPR 230,77,2,83,90
MUSC 293,83,5,78,94
ELEC 211,79,9,69,92
CRWR 409,77,2,81,89
WRDS 150,72,6,73,91
POLI 343,89,3,84,90
MUSC 112,76,3,82,90
MECH 463,79,13,63,95
COMM 499,72,0,90,90
COMM 203,78,2,88,94
ENGL 112,80,5,78,91
BAEN 510,79,1,78,80
ARCH 520,79,6,56,94
PSYC 349,74,5,73,92
MINE 403,,6,54,91
INLB 401,,5,53,94
HIST 260,72,5,81,95
GREK 101,80,4,77,93
ETEC 511,71,6,69,90
DSCI 563,79,5,73,94
PHYS 505,80,6,59,94
ECED 421,74,2,81,89
CIVL 433,73,2,81,89
LIBR 508,76,9,51,94
BAMA 503,73,6,66,87
FOOD 510,72,5,64,91
ITAL 206,81,5,54,88
CHEM 211,81,10,55,98
BIOL 509,80,8,60,94
ARCH 515,80,6,60,90
PHAR 456,72,14,0,100
VISA 480,83,5,60,91
MUSC 320,80,7,65,89
CENS 303,81,7,55,92
LLED 200,85,5,57,91
BIOL 362,85,4,70,90
VISA 481,80,8,56,94
WOOD 464,79,6,51,98
LING 311,81,6,61,88
WOOD 494,65,8,53,89
UDES 502,76,3,74,85
SOCI 464,80,7,64,91
CHBE 351,74,14,28,99
FRST 534,78,16,12,100
VISA 311,70,11,30,97
ELEC 441,79,8,53,94
CIVL 300,82,15,22,99
ARCH 531,85,13,36,98
MINE 480,80,12,37,98
ECON 311,84,4,72,92
CRWR 309,74,3,74,86
MUSC 539,74,7,60,91
ASIA 592,83,8,54,92
PHYS 315,74,6,65,93
RUSS 323,74,8,60,96
EDCP 524,66,8,57,95
PORT 202,87,8,48,93
CPSC 314,,5,65,93
ASTR 407,,7,64,95
DHYG 461,86,16,27,93
EPSE 320,88,6,60,96
DSCI 554,71,4,68,92
BIOC 551,84,4,72,92
FRST 537,83,,,
HIST 339,85,9,53,96
PHIL 360,84,4,73,92
FRST 421,83,3,59,83
GEOB 372,87,13,39,96
CELL 508,79,10,60,98
FNIS 300,79,10,20,92
EOSC 478,74,5,35,90
ELEC 491,78,6,26,95
PSYC 333,82,10,0,94
CHEM 325,80,7,24,95
CHIN 331,72,5,67,90
THTR 325,79,7,58,90
MECH 280,86,5,74,94
BMEG 102,84,6,63,90
PLAN 542,77,4,75,85
MUSC 241,86,7,57,88
SOCI 372,86,6,65,89
NURS 280,84,2,82,90
GREK 102,85,5,65,88
LLED 201,80,4,74,90
CNPS 504,87,6,56,91
FIST 534,86,8,52,93
STAT 321,85,4,72,88
THTR 372,90,10,26,89
MICB 448,91,12,0,96
MATH 340,86,6,48,88
NAME 578,80,10,5,100
MICB 301,78,13,17,100
SOCI 328,81,7,50,91
ISCI 311,76,6,55,91
WOOD 120,78,7,57,95
CHIN 141,89,13,28,96
ARTH 341,86,10,39,98
ISCI 350,79,9,45,92
PSYC 520,85,10,55,98
ARCL 425,79,11,29,97
ASIA 382,83,10,0,97
PSYC 312,83,7,44,91
GERM 520,83,4,70,92
MUSC 512,77,12,29,100
CHIN 463,78,4,76,85
GEOG 423,82,,,
MIDW 101,80,6,50,86
FIPR 233,81,12,50,100
EDCP 514,78,15,21,100
COMM 473,81,8,46,94
GRSJ 305,75,10,24,96
PHIL 551,81,12,0,99
GEOG 310,77,11,31,100
DSCI 561,78,6,20,89
DENT 430,82,11,27,96
PHYS 319,84,12,24,95
ARST 560,78,3,73,85
MATH 538,88,12,9,93
NURS 548,78,5,65,90
EDCP 304,77,10,1,98
CPSC 420,81,9,24,98
ARTH 227,81,8,25,95
JAPN 320,72,12,0,100
FRST 339,70,4,54,87
FNEL 301,76,8,16,91
CHEM 100,76,11,22,92
BAHR 516,79,5,66,91
ENGL 340,77,6,66,86
BIOL 462,76,4,73,90
SPPH 553,83,5,70,94
FRST 201,80,2,73,82
CPEN 291,77,4,71,86
COMM 290,78,4,71,83
VISA 479,81,12,41,95
ECED 400,81,5,69,91
ASIA 211,81,8,59,94
ETEC 521,79,12,0,90
ENDS 402,80,8,45,91
DANI 110,79,11,22,89
CRWR 220,76,12,20,93
SOCI 465,83,5,68,90
ARBC 202,81,11,20,97
MEDI 503,82,10,48,93
SPPH 410,,14,35,92
FIST 210,,6,61,86
LASO 204,81,10,51,97
CLST 105,82,13,0,94
CAPS 449,79,7,68,93
FRST 507,79,7,68,93
SPAN 207,83,8,54,97
SPHA 553,79,9,21,97
HIST 368,77,12,63,92
ECON 319,77,7,73,95
CPSC 426,75,5,78,93
CNPS 363,78,6,79,95
CHEM 516,79,29,25,90
NURS 554,79,10,51,94
DHYG 462,87,2,90,95
PATH 415,78,3,88,96
MICB 421,82,4,83,97
COMM 292,78,3,81,95
CIVL 537,81,4,83,98
SOCI 540,86,1,95,99
SOIL 515,79,2,86,92
MATH 309,81,4,85,97
ENGL 311,76,3,83,97
ECON 420,79,2,90,97
LING 313,79,5,78,100
PHIL 333,77,4,84,95
SPPH 547,79,2,87,93
MECH 496,75,1,91,93
CHBE 262,80,3,86,95
EOSC 450,76,2,90,98
ARCH 540,77,2,90,95
BALA 580,79,9,65,100
PSYC 218,78,2,86,94
FRST 370,75,5,71,100
CIVL 332,74,15,10,94
ETEC 580,74,14,19,100
CRWR 201,82,13,0,99
ENGL 348,78,9,50,99
HIST 391,80,8,47,99
CIVL 543,77,5,72,98
CHIN 484,82,4,80,95
AUDI 540,75,4,80,90
PHIL 326,82,17,45,95
ARTH 445,,10,33,91
SOCI 473,,5,70,86
MUSC 382,77,6,71,91
SOCI 303,77,,,
HIST 396,72,8,55,87
PHIL 260,76,11,50,94
EDCP 508,75,13,21,93
CHIN 473,75,14,10,86
MINE 541,78,11,52,94
GEOG 390,75,14,12,89
DENT 543,73,7,63,90
ADHE 327,71,23,0,91
ECON 527,79,12,18,91
BASM 514,74,11,45,89
MUSC 564,79,13,0,95
JAPN 201,79,15,0,98
CPEN 312,76,14,0,92
BIOL 260,74,11,42,97
ENGL 545,82,10,39,88
MATH 424,76,10,38,95
ELEC 311,73,10,50,97
SPPH 510,73,14,8,98
HIST 101,81,5,80,96
CIVL 331,78,6,78,96
SPAN 406,81,6,77,95
BIOL 317,81,10,68,97
FRST 524,77,5,80,96
ARCH 573,77,2,83,89
MECH 468,79,8,70,91
FIST 445,79,7,63,93
MECH 598,84,4,75,92
RELG 306,78,10,57,91
WOOD 499,71,11,60,92
BIOL 411,75,8,69,90
FRST 415,66,10,62,100
CHEM 445,78,5,80,96
POLI 260,79,10,65,95
AUDI 572,79,25,1,89
PLAN 528,74,5,78,93
EECE 599,68,6,73,88
APBI 416,77,3,81,91
GEOB 507,75,7,65,88
CNPS 532,76,3,87,96
PHIL 332,85,7,80,97
CHEM 154,85,10,73,97
ECON 407,85,7,67,96
BIOC 557,88,7,67,96
ELEC 432,81,5,75,92
CEEN 501,80,4,77,90
ARST 587,86,8,70,96
CNPS 427,88,3,82,98
ASIA 353,89,5,74,89
PHYS 525,76,5,72,86
FRST 385,80,3,79,88
INDS 502,92,16,0,92
MECH 550,94,10,68,97
EDCP 539,92,2,89,93
CRWR 407,89,5,74,97
MECH 563,92,8,68,95
AUDI 585,97,9,71,96
CNPS 534,90,5,68,91
SPHA 521,92,4,75,90
SPPH 503,89,5,80,97
MICB 306,94,8,77,98
PHIL 120,92,12,45,95
SPPH 504,91,3,82,93
DSCI 541,91,2,86,95
COMM 307,92,3,65,94
EOSC 210,91,9,65,99
MUSC 170,96,7,55,98
ANTH 414,92,11,50,93
PHYS 304,90,6,78,98
FIST 336,90,8,53,98
EPSE 580,91,11,43,98
APSC 101,75,6,60,96
ARTH 553,83,9,50,96
ANAT 392,79,11,0,95
FREN 335,87,6,78,96
EOSC 538,85,5,69,90
ANTH 428,88,5,72,82
BIOL 351,87,6,69,90
NURS 303,85,12,39,99
ENGL 405,79,10,55,100
LING 101,83,9,61,99
NURS 345,80,7,68,95
HGSE 352,83,5,70,90
ELEC 433,,7,60,94
MUSC 160,,11,0,96
ELEC 403,81,11,0,96
LARC 525,78,7,40,88
STAT 306,75,10,51,91
ISCI 360,70,4,83,93
BAHR 520,79,10,58,98
COMM 525,69,12,50,100
MIDW 230,79,7,55,98
POLI 375,73,9,36,96
RHSC 507,75,16,10,96
MTRL 475,72,11,33,97
ASIA 356,74,9,12,91
MTRL 472,77,8,61,96
CONS 452,75,11,27,93
PHYS 203,78,12,29,94
APBI 401,77,11,23,94
BIOL 230,82,12,34,100
CLST 402,80,6,57,94
DSCI 523,76,14,1,92
BAAC 501,87,9,23,99
PERS 104,89,11,32,100
LIBR 507,87,12,20,100
FIPR 437,89,15,0,95
MECH 485,86,10,22,95
PHTH 521,86,5,68,90
CIVL 410,85,5,68,100
HIST 433,80,9,21,92
SOCI 310,84,8,30,89
POLI 463,78,7,60,86
PHYS 521,77,7,0,92
CNPS 433,80,7,0,91
MUSC 131,84,8,0,92
SOCI 479,89,6,59,92
CPSC 259,80,9,50,94
EOSC 315,74,8,59,93
APBI 497,86,6,71,93
PSYC 412,83,8,61,94
CHBE 477,85,6,71,92
PLNT 542,81,6,67,86
GRSJ 410,92,4,70,86
APBI 496,88,4,74,87
PHTH 565,85,5,73,90
CPEN 481,85,,,
MECH 470,85,7,68,91
PCTH 305,85,9,55,91
LLED 441,84,7,68,87
CPEN 221,83,10,56,91
FIPR 439,81,12,31,90
EDST 521,92,18,12,96
CPSC 421,79,7,60,87
PATH 305,80,6,64,85
CLST 308,83,6,64,93
CONS 486,76,8,54,94
MUSC 333,82,12,36,90
ENGL 480,91,9,55,92
PATH 306,87,12,40,95
FOOD 528,86,15,23,93
ELEC 301,87,12,28,95
ECON 502,80,10,50,93
LING 508,86,10,28,96
KORN 302,91,11,4,100
CHEM 502,88,31,0,98
MRNE 480,79,6,80,93
ANTH 312,87,8,72,93
ASIA 355,91,15,62,97
THTR 452,90,15,50,95
RHSC 583,82,5,82,96
MECH 560,92,6,81,97
PHYS 350,78,4,80,93
ECON 466,88,4,82,96
CHEM 327,89,10,70,96
CNTO 303,78,5,74,94
HIST 321,88,9,60,84
OBST 506,78,5,76,94
ELEC 205,75,7,80,96
POLI 423,91,3,87,97
ENGL 328,84,7,75,96
CIVL 250,77,11,63,100
ANTH 471,79,15,50,96
ECON 465,77,23,15,100
INFO 456,82,5,75,92
LIBR 582,82,6,76,93
ELEC 203,83,9,59,90
CONS 101,81,9,56,91
PHTH 545,82,32,15,90
HIST 366,82,32,15,90
CPEN 391,82,9,58,91
MECH 410,82,12,58,98
STAT 300,77,11,58,92
CHBE 599,70,17,50,98
STAT 550,88,6,73,95
FRST 495,80,11,63,99
ENGL 478,79,9,70,97
ELEC 342,81,13,50,96
COMM 365,72,7,67,96
ITST 385,72,24,0,86
BUSI 398,72,22,0,96
FRST 232,74,8,50,91
JAPN 100,85,13,31,95
THTR 230,76,8,45,90
URSY 540,75,10,35,96
FREN 407,71,14,11,92
DSCI 522,86,10,45,91
LIBR 548,82,13,50,91
ECON 556,75,10,4,92
COMM 370,83,19,4,100
ELEC 344,80,12,46,94
LIBR 554,75,18,0,94
BMEG 410,69,11,54,96
BIOL 436,76,9,50,96
ENGL 111,82,13,8,99
STAT 545,85,12,38,95
POLI 369,77,6,57,95
MICB 201,77,19,5,100
BABS 508,76,16,11,100
ARCH 532,78,14,10,94
AFST 250,77,9,11,90
CIVL 516,76,9,4,92
CNTO 311,77,15,1,100
CRWR 200,76,14,23,93
MATH 335,75,18,14,98
ECON 493,82,14,0,98
MDVL 210,78,12,38,96
ENGL 553,82,16,5,100
MINE 462,76,14,11,95
EOSC 454,80,12,2,99
MATH 227,81,,,
ANTH 341,81,13,6,99
APBI 415,,14,0,99
ECON 356,,14,18,98
CPEN 411,78,18,23,95
PSYC 508,79,6,75,95
POLI 380,78,7,75,99
FRST 485,82,5,75,94
EPSE 482,78,6,71,91
ELEC 331,85,4,80,93
CHBE 362,75,3,86,92
SOWK 201,76,3,81,92
EDCP 520,82,12,60,98
CRWR 416,80,4,72,95
FRST 556,73,6,66,93
LIBR 587,78,3,84,96
ASIA 570,77,4,86,96
NURS 560,74,3,89,96
EOSC 532,77,11,65,95
PHIL 441,82,6,70,94
GERM 303,82,7,58,96
POLI 348,83,6,67,93
LLED 602,79,9,60,97
BMEG 550,87,6,72,96
ASIA 501,84,10,50,94
PHYS 545,77,7,73,96
PLAN 532,76,7,65,99
BAEN 549,90,13,9,100
APSC 262,87,5,70,93
CHBE 485,87,12,50,100
ASIA 511,89,13,38,98
MUSC 106,82,12,29,100
ELEC 302,86,2,80,89
EDST 553,74,2,80,88
SOWK 310,83,4,70,85
BIOC 449,87,4,89,100
PSYC 306,91,12,10,95
PHRM 231,86,14,9,100
LARC 595,83,10,44,97
ENPH 259,77,12,18,93
GEOB 405,70,6,64,90
ANTH 449,85,4,64,85
MATH 344,86,,,
POLI 100,76,6,51,90
HIST 378,77,16,7,100
